title,genres,popularity,vote_average
Midnight Sun,"Family, Adventure",2.36,5.8
Andiamo a quel paese,Comedy,3.79,5.9
I corpi estranei,,0.13,5.8
Roanoke: The Lost Colony,"History, Drama",0.0,0.0
Che ne sarà di noi,,2.11,5.6
Tu la conosci Claudia?,Comedy,5.04,6.6
The Man Who Will Come,Drama,0.92,6.8
La scuola,"Comedy, Drama",0.24,7.4
The Yes Man,,0.25,7.2
Due partite,Drama,0.96,6.6
Alza la testa,Drama,0.35,6.8
Break Free,,0.14,6.0
Genitori & figli:) - Agitare bene prima dell'uso,Comedy,2.03,5.4
The Second Wedding Night,Comedy,0.58,6.4
A Whole Life Ahead,"Romance, Drama, Comedy",3.37,6.5
Black and White,Comedy,0.94,5.5
We Can Do That,Comedy,2.77,7.2
Let's Hope It's a Girl,Comedy,0.52,6.5
Just a Father,,1.6,6.9
Ex,Comedy,5.05,5.4
La matassa,Comedy,4.31,6.6
Qualunquemente,Comedy,4.39,5.6
Cado dalle nubi,Comedy,6.4,6.5
The Jewel,Drama,0.47,6.0
Scialla!,Comedy,2.13,6.3
Bingo Bongo,Comedy,2.35,5.7
Ale e Franz - È tanto che aspetti?,,0.28,8.5
Provocateur,"Thriller, Action, Drama",0.99,3.0
Too Scared to Scream,"Crime, Mystery, Thriller",0.33,6.5
Death of a Ghost Hunter,"Horror, Thriller",0.95,4.4
Dark Mountain,"Horror, Science Fiction, Thriller",0.74,5.5
Ghost of Goodnight Lane,"Horror, Comedy",0.46,4.4
Black Day Blue Night,"Drama, Thriller, Crime, Romance",0.48,6.7
After Death,"Mystery, Comedy, Drama, Science Fiction",0.53,4.3
The Opposite Sex,Comedy,3.44,4.1
Skew,"Horror, Thriller, Mystery",1.21,4.4
Modus Operandi,"Action, Thriller, Crime",0.48,6.1
Bipolar,"Thriller, Mystery",0.54,9.0
Rudyland,Documentary,0.1,0.0
The Employer,Thriller,1.9,3.5
Top of the World,"Action, Drama, Thriller",0.59,0.0
Find Me,Horror,0.15,4.5
Brutal,Crime,0.57,5.1
I Can See You,"Horror, Thriller",0.4,4.3
Criminal Passion,"Crime, Mystery, Thriller",1.1,4.0
Shark Week,Horror,1.22,2.8
Annie's Garden,"Thriller, Drama",0.01,0.0
Lake Placid vs. Anaconda,"Action, Horror",2.12,4.7
The Rise and Rise of Bitcoin,"Documentary, History",0.88,7.0
President,Thriller,0.47,6.1
The Gallows,"Horror, Thriller",7.52,4.9
Memory Lane,"Thriller, Crime, Science Fiction",0.47,4.1
Tangled,"Drama, Mystery, Thriller",2.18,5.4
The Wedding Chest,"Comedy, Drama",0.08,7.3
Christian Finnegan: The Fun Part,Comedy,0.45,6.7
Elon Gold: Chosen and Taken,Comedy,0.14,5.0
Giordano Bruno,Drama,0.74,6.7
In My Dreams,"Romance, Drama, Fantasy",6.07,6.1
Tokyo Tribe,"Music, Science Fiction, Action, Drama, Crime",3.53,6.5
The Baroness and the Butler,"Comedy, Drama, Romance",0.04,6.5
Young Dragons: Kung Fu Kids,Comedy,0.15,7.0
Embrace of the Vampire,Horror,0.56,4.5
Treasure of Matecumbe,"Action, Adventure",0.01,4.3
"Back to Back, Face to Face",Drama,0.44,6.8
The Midnight Swim,"Mystery, Drama",1.89,5.3
Dormant Beauty,Drama,3.62,6.7
Eadweard,Drama,1.01,7.8
Taken in Broad Daylight,"TV Movie, Drama, Crime",1.79,4.7
Hannah's Law,"Western, TV Movie",1.27,2.8
Brooklyn Boheme,Documentary,0.23,6.8
Spiders,"Horror, Science Fiction, Thriller",1.83,4.3
Basilicata coast to coast,"Comedy, Drama",3.11,6.0
Smash Cut,"Comedy, Horror",1.87,4.3
Waar,"Action, Drama, Thriller",1.42,5.3
In the Name of God,"Drama, Foreign",1.09,6.1
Almost Blue,Thriller,0.59,6.0
Neshoba,Documentary,0.01,0.0
Gettin' It,Comedy,1.41,2.0
Hands in the Air,"Drama, Comedy, Romance",0.52,6.0
El vals de los inútiles,Documentary,0.12,5.7
Feast,"Animation, Comedy, Drama, Family",7.37,8.0
Adventure,"Drama, Romance, Comedy",0.37,2.0
Alias Jesse James,"Action, Comedy",0.68,6.8
Bombers B-52,"Drama, Romance",0.94,5.3
Dennis Rodman's Big Bang in PyongYang,Documentary,0.6,6.6
Greased Lightning,"Action, Comedy, Drama",3.56,6.4
Heart of the North,"Western, Adventure",0.01,0.0
Four Rode Out,Western,0.21,5.0
Haunting of Cellblock 11,"Thriller, Horror",0.96,3.5
Uptown,Drama,0.34,5.0
Creature,"Science Fiction, Thriller, Horror",5.48,4.7
Crawl or Die,"Thriller, Science Fiction, Horror",1.58,4.9
CLONED: The Recreator Chronicles,Horror,2.48,4.8
The Rift,"Action, Horror, Mystery, Science Fiction, Thriller",1.21,4.4
Jacob,Horror,0.83,3.7
Get Lucky,Action,2.28,5.9
Raising Jeffrey Dahmer,"Drama, Horror",0.04,5.0
This Is Not a Movie,"Drama, Comedy, Science Fiction, Foreign",2.0,5.9
Fear Lives Here,"Horror, Thriller",0.09,3.8
Complicity,"Drama, Thriller",0.75,3.3
Shank,"Action, Drama, Thriller",2.79,5.0
Tom Sawyer & Huckleberry Finn,"Family, Action, Adventure, Drama",0.83,4.6
Joe Dirt 2: Beautiful Loser,Comedy,4.63,4.3
Loophole,Crime,0.4,6.3
The Ninja Immovable Heart,"Action, Drama",0.69,3.5
Finding Fanny,"Romance, Comedy, Drama",1.31,5.4
The Blue Lamp,"Crime, Drama",2.09,7.0
"The Death of ""Superman Lives"": What Happened?",Documentary,2.72,6.7
In Heaven There Is No Beer?,"Documentary, Music",0.07,5.0
Made In Paris,"Comedy, Romance",1.3,0.0
Return to Treasure Island,"Adventure, Animation, Comedy",1.28,6.5
Roadblock,Crime,0.5,4.9
Detour,"Thriller, Action, Crime, Drama",0.62,0.0
National Lampoon Presents: Endless Bummer,Comedy,2.12,4.0
The Revengers' Comedies,"Comedy, Crime, Romance",1.54,3.8
Sweet Revenge,"Comedy, Crime",0.53,7.8
Sweet Revenge,"Adventure, Drama, Action, Thriller",0.89,6.0
The Big Broadcast of 1936,Music,0.18,6.0
The Dream Team,"Drama, Comedy, Romance",5.16,4.9
The Dream Team,Documentary,0.67,8.3
The Escape,"Drama, Foreign, Thriller",0.73,4.4
La Fuga,,0.34,4.3
The Magician,"Horror, Drama",0.15,5.0
The Magician,"Comedy, Drama, Foreign",0.16,6.0
El Mago,Comedy,0.51,6.0
Tarot,"Horror, Thriller",0.0,0.0
Hokkabaz,"Comedy, Drama",1.37,6.5
The Phantom of Paris,"Drama, Mystery",0.04,0.0
The Pirates of Penzance,"Music, Comedy, Adventure",0.22,3.8
The Sorcerers,Horror,1.34,6.2
Ticks,"Horror, Science Fiction",2.76,5.2
Trapped,"Crime, Drama, Mystery, Thriller",0.82,5.0
Dark Asylum,"Thriller, Horror",0.01,0.0
Trapped,"Crime, Adventure, Thriller, Horror, Action",1.07,5.2
Two O'Clock Courage,"Crime, Drama, Mystery",0.51,4.7
Duska,Drama,0.19,4.8
Little Hope Was Arson,Documentary,0.2,5.6
Dragon Ball: Episode of Bardock,"Action, Animation, Adventure",3.22,6.8
Kevin,Documentary,0.07,7.0
Aladdin and the Death Lamp,"TV Movie, Adventure, Fantasy, Horror",0.64,4.0
The Sci-Fi Boys,Documentary,0.22,8.0
Scooby-Doo! And Kiss: Rock and Roll Mystery,"Family, Animation",1.34,7.0
Alice Cooper: Welcome to my Nightmare,Music,0.62,5.2
Wuthering High,"Thriller, Drama",1.29,4.9
Punk Vacation,"Crime, Action, Thriller",0.48,3.0
Electra,"Action, History",0.84,5.5
Pale Blood,"Action, Horror, Thriller",0.03,6.0
Nasu: Summer in Andalusia,Animation,0.19,7.7
The Kreutzer Sonata,"Drama, Romance",0.09,10.0
Room 314,"Drama, Romance",0.17,4.0
Stealing Candy,Thriller,2.75,5.6
Devil In The Flesh 2,Horror,0.15,3.5
Drifter: Henry Lee Lucas,"Drama, Horror, Thriller",1.09,3.9
Atrocity,Horror,0.05,4.0
"One, Two, Many",Comedy,0.62,4.0
Empty,"Drama, Horror, Action, Thriller, Science Fiction",0.31,4.0
7 Nights Of Darkness,Horror,1.0,4.2
The Void,"Action, Thriller, Science Fiction",2.42,3.8
Sub Zero,Thriller,0.42,2.0
Werewolf: The Beast Among Us,"Drama, Horror",9.48,5.3
Inside Out,"Drama, Mystery, Thriller",0.48,5.0
Mirror Mirror,Horror,1.27,5.1
Saviour Square,Drama,0.72,7.4
Wyjazd Integracyjny,"Drama, Comedy, Romance",0.14,5.7
"Och, Karol 2","Comedy, Romance",0.33,4.8
The Closed Circuit,"Drama, Crime",1.03,6.5
World Gone Wild,"Action, Science Fiction",0.52,5.6
Ghost of Love,"Romance, Drama, Horror, Mystery",0.53,8.0
That Night,"Drama, Romance",1.65,6.3
Triptych,,0.07,5.0
My Golden Days,Drama,2.65,6.9
Germany in Autumn,"Documentary, Drama",1.6,5.8
In No Great Hurry: 13 Lessons in Life with Saul Leiter,,0.31,7.0
Dark Places,"Drama, Mystery, Thriller",9.19,5.7
Deep Gold,"Action, Thriller",0.63,5.0
I'll Always Know What You Did Last Summer,Horror,5.22,3.8
Mademoiselle,"Drama, Romance",0.15,5.8
Don Giovanni,"Drama, Music",0.47,6.1
The False Servant,"Drama, Comedy",0.11,9.0
Gang of Four,"Adventure, Drama, Foreign, Mystery",0.1,6.5
Spin the Bottle,"Romance, Comedy, Drama",0.11,6.7
In Another Country,Drama,2.58,6.6
The Marriage of Figaro,"Comedy, Music",0.0,0.0
Joan the Maid 1: The Battles,,1.15,7.7
Joan the Maid 2: The Prisons,,1.01,7.8
"Up, Down, Fragile","Romance, Comedy, Music, Mystery",0.25,8.1
The Vengeance of the Winged Serpent,"Adventure, Comedy",0.95,5.1
Boulevard,Drama,5.74,5.6
Small Potatoes: Who Killed the USFL?,Documentary,0.54,7.4
The Legend of Jimmy the Greek,Documentary,0.59,6.1
The U,Documentary,0.55,8.1
"Run, Ricky Run",Documentary,0.29,6.9
Little Big Men,Documentary,0.22,6.4
Unmatched,Documentary,0.08,4.3
Four Days in October,Documentary,0.44,6.6
Once Brothers,Documentary,0.53,6.4
Pony Excess,Documentary,0.22,7.6
9.79*,,0.15,8.9
You Don't Know Bo,Documentary,0.51,7.5
Elway To Marino,Documentary,0.25,8.3
Hawaiian: The Legend of Eddie Aikau,Documentary,0.87,8.0
This Is What They Want,,0.02,0.0
The Price of Gold,Documentary,0.24,7.0
Requiem For The Big East,Documentary,0.11,4.3
Nearlyweds,"Romance, TV Movie",1.63,4.9
Mustang,Drama,6.49,8.0
The Tender Game,,0.0,0.0
Microbe and Gasoline,Comedy,2.39,6.0
The Third Lover,Drama,1.92,7.2
Genius Party Beyond,Animation,0.7,5.3
Afro Samurai,"Animation, Adventure, Action, Drama, Fantasy",3.29,7.3
Plastic Little: The Adventures of Captain Tita,"Animation, Science Fiction",0.24,6.0
Soodhu Kavvum,"Comedy, Thriller",1.22,7.0
Veyyil,Drama,0.08,5.0
Paruthiveeran,"Drama, Action",0.31,6.3
42 One Dream Rush,Fantasy,1.67,7.8
Cowboy in Sweden,"TV Movie, Music",0.0,0.0
Hardflip,"Drama, Action",0.24,4.7
Bajrangi Bhaijaan,"Adventure, Comedy, Drama",6.31,7.7
Subramaniapuram,"Romance, Drama, Action, Comedy",0.52,6.8
Eli,Comedy,0.14,3.0
Un fidanzato per mia moglie,Comedy,1.62,4.4
Massu Engira Maasilamani,"Comedy, Thriller, Horror",0.79,4.9
Aadhavan,"Thriller, Action, Comedy, Drama, Family",0.95,4.4
Madonna che silenzio c'è stasera,,0.21,6.0
"Io, Chiara e lo scuro",,0.0,7.4
Taste of Killing,Western,0.13,6.0
The Price of Power,Western,0.25,5.4
My Dear Killer,"Drama, Thriller, Foreign",0.77,6.6
The Hired Gun,,0.11,7.0
I Remember You,,0.2,3.0
The Seventh Bullet,"Adventure, War",0.04,5.0
The Bodyguard,"Action, Western",0.14,3.5
"White, White Storks",Drama,0.01,0.0
Tanu Weds Manu Returns,"Comedy, Romance",1.06,6.2
Intruder,"Horror, Thriller",5.46,6.2
Bo Ba Bu,Drama,0.0,0.0
The Universal Clock: The Resistance of Peter Watkins,Documentary,0.12,4.8
If I Had Wings,Drama,0.74,6.5
Fountainhead,Drama,0.15,5.0
Trucks,"Drama, Horror, Science Fiction, Thriller",5.77,3.5
Walkout,Drama,0.47,4.3
Summer City,"Thriller, Drama",0.08,10.0
Sons of Liberty,"Action, Science Fiction",0.46,3.3
Canal Zone,Documentary,0.03,10.0
The Guest House,Romance,0.99,4.1
Stripperland,"Horror, Comedy",1.26,2.8
Strike Force,"Drama, Thriller, Crime",1.09,5.5
Metamorphosis,"Horror, Science Fiction",0.44,6.3
Last Will,"Drama, Thriller",1.02,3.8
Sweet Lorraine,"Comedy, Drama",0.03,0.0
Identical,Thriller,0.16,5.0
Timebomb,"Science Fiction, Thriller, Action",0.8,5.3
A Crack in the Floor,Horror,0.33,3.0
Toy Soldiers,"Drama, Action, Thriller",0.26,4.7
Dead On,,0.2,4.0
Dumbbells,Comedy,1.23,2.8
The Last Light,"Thriller, Drama",1.07,2.6
Dracula's Widow,"Horror, Thriller",0.35,3.7
Ghost Fever,"Horror, Comedy",0.22,2.0
The Movie Out Here,Comedy,0.97,2.0
The Untold,Horror,1.26,2.3
Hollows Grove,,0.8,5.0
Felipe Esparza: They're Not Gonna Laugh At You,"Comedy, TV Movie",0.01,0.0
The Drownsman,"Horror, Fantasy, Thriller",1.5,4.5
Road Wars,"Science Fiction, Action",1.25,3.0
Awaken,"Horror, Thriller, Action",3.62,3.6
LA Apocalypse,"Thriller, Science Fiction, Action",0.58,4.7
Pressure,"Drama, Thriller",5.18,5.3
American Justice,Action,1.17,4.5
Unknown Caller,Thriller,2.44,5.2
Eat with Me,"Romance, Comedy",1.43,7.4
Heaven Adores You,Documentary,1.08,6.8
Can't Stand Losing You: Surviving The Police,Documentary,0.43,5.8
Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,"Horror, Documentary",1.31,5.0
Merry Ex-Mas,"Comedy, Drama, Family",0.94,1.0
Devil in the Flesh,"Horror, Thriller",0.99,5.0
Four of Us,Comedy,0.43,6.1
The Violent Kind,"Thriller, Horror",0.88,2.0
Autumn,"Drama, Foreign, Horror",1.64,3.0
America's Most Haunted,"Horror, Comedy",0.46,4.0
The Dead and the Damned,"Horror, Western",0.25,3.6
The Bucks County Massacre,Horror,0.08,3.5
Les Révoltés,Drama,0.23,4.0
Palimpsest,Thriller,0.19,6.5
A Lonely Woman,Drama,0.32,5.0
Legacy,"Comedy, Drama",1.08,5.0
The Revenant,"Western, Drama, Adventure, Thriller",23.5,7.3
Salome,Drama,1.13,6.3
Peace After Marriage,"Romance, Comedy, Drama",0.67,3.5
The Show,"Crime, Drama",0.38,7.0
Giovanna's Father,,1.84,6.6
The Right Distance,Drama,0.38,7.3
The Wind Blows Round,Drama,0.52,5.9
Draquila - L'Italia che trema,,0.13,7.0
Il cosmo sul comò,Comedy,3.94,5.0
It Begins with the End,"Drama, Romance",0.23,5.3
Rebound: The Legend of Earl 'The Goat' Manigault,Drama,4.9,6.8
Irrational Man,"Mystery, Drama",6.86,6.3
Tale of Tales,"Romance, Fantasy, Horror",10.95,6.1
One Minute Time Machine,"Mystery, Comedy, Romance",1.78,8.2
Looney Tunes: Rabbits Run,"Comedy, Animation",1.13,4.5
Cleveland Abduction,"Drama, Crime",7.6,6.5
The Man Who Wasn't There,"Fantasy, Action, Comedy, Science Fiction",0.62,3.1
Back from Hell,"Horror, Thriller",0.44,3.9
The Lazarus Papers,"Drama, Action, Thriller, Science Fiction",1.45,4.6
The Cloth,"Fantasy, Action, Horror",3.73,1.9
Vampire Boys,Horror,0.22,4.5
Carry On Columbus,Comedy,2.59,3.4
Deadly Renovations,"Horror, Thriller",0.05,3.0
Mutants,"Horror, Action, Science Fiction, Foreign",2.78,2.3
Mr. Hush,Horror,1.55,1.2
Dead End Road,"Horror, Action",0.24,0.0
Jinnah,"History, War, Drama",2.61,6.5
The Art of Happiness,"Animation, Drama, Fantasy",1.88,8.0
Going by the Book,"Action, Comedy, Crime, Foreign",1.07,7.5
Art of the Devil,"Foreign, Horror, Mystery",1.01,5.4
Camp Belvidere,"Romance, Drama",0.68,8.0
Carte Blanche,Drama,0.31,5.6
Women's Day,Drama,0.2,8.0
Love My Life,"Drama, Romance",0.44,5.4
Lissi and the Wild Emperor,"Animation, Comedy",3.39,5.7
3nity,Comedy,1.08,5.9
Exte: Hair Extensions,Horror,1.34,6.0
Je t'aime moi non plus,Drama,0.69,7.7
Slogan,"Drama, Comedy, Romance, Foreign",2.07,6.0
One Missed Call 2,"Horror, Thriller",2.33,5.6
One Missed Call 3: Final,Horror,2.51,4.9
The Boy in the Plastic Bubble,"TV Movie, Drama",1.76,5.8
Allies,"Action, War",5.07,5.3
Cartel Land,"Drama, Documentary",4.89,7.4
The Attic,"Horror, Thriller",1.24,3.8
The Dynamiter,Drama,0.91,6.6
The Secret Village,"Mystery, Thriller",1.07,2.4
Arcadia,"Drama, Family",4.33,6.0
Brightest Star,"Comedy, Drama, Romance",1.16,4.5
First Winter,Drama,0.13,4.0
Placebo: Soulmates Never Die: Live in Paris 2003,Music,0.4,6.0
Helena from the Wedding,"Comedy, Drama, Romance",0.67,5.0
Always,"Romance, Drama",4.15,7.5
Kiss the Abyss,Horror,0.12,6.0
Long Arm of the Law,"Action, Crime, Foreign",0.98,6.3
Mantervention,"Romance, Comedy",1.1,5.5
Pilgrim Song,Drama,0.07,5.0
Sensation,"Drama, Comedy, Romance, Foreign",0.98,3.7
Shock Value,,0.7,5.9
Baahubali: The Beginning,"Action, Adventure, History, War",11.81,7.5
La Fleur de l'âge,Comedy,0.89,6.3
Pokémon Ranger and the Temple of the Sea,"Animation, Family",2.79,5.6
Heart of the Country,"Family, Romance, Drama",1.09,6.0
Neon Maniacs,Horror,0.51,4.8
Hunt for the Labyrinth Killer,"TV Movie, Drama, Mystery, Thriller",0.92,6.3
Daniel's World,Documentary,0.06,4.0
Yellowbird,"Animation, Family, Comedy",2.31,4.9
Snow in Paradise,Thriller,1.22,4.4
I Am Steve McQueen,Documentary,0.85,5.6
Electrical Girl,Comedy,0.0,0.0
Pantani: The Accidental Death of a Cyclist,Documentary,0.52,6.5
Learning to Drive,"Comedy, Drama, Romance",10.41,6.1
Spaghetti Story,Comedy,0.41,6.7
Kattradhu Thamizh,Drama,0.25,6.9
Julio Begins in July,Drama,0.01,7.2
The 27th Day,Science Fiction,0.26,6.1
The Star Making Machine,,0.34,4.5
Everything's Gonna Be Great,"Family, Drama, Comedy, Adventure",0.75,8.0
Gothic & Lolita Psycho,"Horror, Action, Foreign",0.64,5.1
Law of the Border,"Drama, Crime",0.2,5.6
The Human Experiment,Documentary,1.11,6.0
"Return to the Philippines, the Leon Cooper Story",Documentary,0.05,0.0
Autumn Tale,,0.11,6.0
The Sleepwalker,Drama,2.02,4.1
The True Cost,Documentary,2.8,7.7
The Blue Elephant,"Thriller, Drama, Horror, Mystery",0.95,6.5
Cut!,"Thriller, Horror, Mystery",1.18,2.5
Ooops! Noah is Gone...,"Animation, Adventure, Comedy",6.85,5.8
Southpaw,"Action, Drama",12.37,7.3
Sicario,"Action, Crime, Drama, Mystery, Thriller",19.51,7.2
Lee Rock,"Action, Crime, Drama, Foreign",1.81,5.3
UMMAH - Unter Freunden,Comedy,0.32,6.7
The Bride He Bought Online,Thriller,0.33,5.3
Winston Churchill: Walking with Destiny,Documentary,0.38,5.5
Goodnight Mommy,"Drama, Horror, Thriller",5.4,6.6
Crimes of the Past,"Drama, Action, Thriller, Mystery",0.46,0.0
Aftermath,"Thriller, Crime",0.53,3.9
Out of Reach,Drama,0.48,5.0
Nowhere to Hide,Thriller,0.24,4.3
Low Fidelity,Drama,0.5,7.5
The Year That Trembled,"War, Drama, Romance",0.0,0.0
Bad Behavior,Thriller,1.07,5.7
What the Deaf Man Heard,"Comedy, Drama",0.25,3.3
Saint Maybe,"Family, Drama",0.68,6.5
Insane,Horror,1.1,3.1
Spirit Stalkers,Horror,0.08,2.0
Biology 101,Thriller,0.23,6.5
Down Here,"Mystery, Crime, Drama",0.37,5.0
Honor Thy Father,"Crime, History, Drama, TV Movie",0.11,4.0
One Wild Moment,"Comedy, Drama, Romance",7.86,5.8
War Pigs,"War, Action",2.81,4.8
10 Cent Pistol,"Action, Crime, Thriller",0.78,4.4
Todd Barry: The Crowd Work Tour,Comedy,0.95,7.0
X+Y,Drama,12.71,6.5
Dark Was the Night,"Horror, Thriller",5.17,5.4
The Substitute,"Comedy, Animation",0.79,6.4
Djinn,Horror,3.65,4.3
The Crisis of Civilization,"Documentary, Animation, History",0.09,8.3
White Cop,,0.02,0.0
Resurrected,,0.02,4.5
Fatal Contact: Bird Flu in America,"Action, Drama, Thriller",1.27,5.4
Before We Go,"Drama, Romance, Comedy",9.53,6.5
Jitters,Drama,0.55,6.1
"Bruc, the Manhunt","Adventure, History",1.13,4.6
Venetian Bird,"Thriller, Mystery",0.1,8.0
Best of Enemies,"Documentary, History",3.14,7.2
Lavalantula,"Horror, Science Fiction, Thriller",6.9,5.4
Sharktopus vs. Whalewolf,"Action, Science Fiction, Adventure",2.27,3.5
The Deceased,Drama,0.44,6.2
For Here or to Go?,"Drama, Comedy",0.58,0.0
Erotic Ghost Story,"Fantasy, Drama, Horror",0.43,7.5
Chloe and Theo,Drama,2.78,6.4
I Am Big Bird: The Caroll Spinney Story,Documentary,1.26,7.0
Forks Over Knives Presents: The Engine 2 Kitchen Rescue,Documentary,0.03,0.0
The Phoenix Project,"Science Fiction, Drama",0.53,3.4
Cocaine Unwrapped,Documentary,0.12,4.0
Eugene Mirman: Vegan on His Way to the Complain Store,Comedy,0.1,9.0
The Last Lullaby,"Drama, Mystery",0.01,0.0
Filomena Marturano,Comedy,0.02,0.0
Walk Cheerfully,"Romance, Crime, Drama",0.14,4.8
Hard Luck,Comedy,0.54,7.3
Smosh: The Movie,"Comedy, Action, Adventure",4.2,4.8
The Skulls II,"Action, Comedy, Thriller, Romance",4.18,5.3
The Skulls III,Thriller,1.91,4.8
Marina,"Romance, Drama, Music",2.5,7.0
Bad Turn Worse,"Thriller, Crime, Drama",2.63,5.6
Firequake,"Thriller, Action, Science Fiction",2.3,4.4
Dog Eat Dog,"Action, Drama, Foreign, Romance, Thriller",0.83,6.9
Sand Castles,"Thriller, Crime, Drama",1.09,4.7
Doors Open,"TV Movie, Crime, Drama",1.16,4.9
Hollywoo,Comedy,4.51,5.4
Vanaprastham,Drama,0.43,7.2
Honeymoon in Bali,"Comedy, Romance",0.3,6.5
Chrysalis,"Action, Thriller, Crime, Science Fiction",2.02,5.4
The Challenge,"Action, Drama",0.43,4.8
The Scapegoat,Drama,1.9,6.5
Messi,Documentary,2.25,7.7
Charlie's Farm,Horror,4.26,4.8
Robotrix,"Action, Comedy, Science Fiction",0.67,7.2
The Fruit is Swelling,Romance,2.02,4.7
Viva Erotica,"Comedy, Drama",1.37,8.0
R20,Comedy,0.18,6.3
Fit,,0.1,5.5
Chevalier,"Drama, Comedy",1.69,6.0
The Capsule,,0.6,0.0
The Slow Business of Going,,0.15,5.0
Wasted Youth,Drama,0.15,4.8
Anomalisa,"Animation, Comedy, Drama, Romance",10.43,6.9
Colonia,"Drama, Romance, History",10.16,7.4
Ghost in the Shell Arise - Border 2: Ghost Whispers,"Action, Animation, Science Fiction, Thriller",3.74,7.4
Ghost in the Shell Arise - Border 3: Ghost Tears,"Action, Animation, Science Fiction",4.52,6.7
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,"Action, Animation, Science Fiction",3.78,6.9
Qissa: The Tale of a Lonely Ghost,Drama,1.08,6.2
Up to His Ears,"Comedy, Adventure",1.65,6.5
A Year in Champagne,Documentary,0.17,6.4
Sherlock Holmes,"Drama, Mystery, Thriller",1.21,5.0
The Trail Of Tears: Cherokee Legacy,"Documentary, History",0.0,0.0
Fire!,,0.0,0.0
Stephen Fry: The Secret Life of the Manic Depressive,Documentary,0.2,6.0
Dr. Ketel,Thriller,0.08,5.0
FTA,"Documentary, Music, Comedy",0.99,6.0
2 Young,"Drama, Romance",0.68,7.3
But Always,"Drama, Romance",0.63,5.6
Tiny Times,"Drama, Romance, Comedy",1.83,4.2
Tiny Times 2,"Drama, Comedy, Romance",0.87,4.7
Tiny Times 3,"Romance, Drama",1.98,3.1
"English, August","Comedy, Drama",0.14,9.0
Somewhere Only We Know,"Drama, Romance",1.33,6.2
The Continent,Drama,2.14,6.6
Triumph in the Skies,"Comedy, Drama, Romance",0.44,3.9
The Eleventh Victim,Thriller,1.45,3.9
The Bees,"Thriller, Horror, Science Fiction",0.62,4.4
Russian Terminator,Action,0.04,8.0
Black Indians: An American Story,Documentary,0.09,0.0
Do Not Disturb,Comedy,5.76,5.3
Some Kind of Beautiful,Comedy,8.41,5.5
The Ghost Army,"Documentary, War",0.65,6.4
Women of the Prehistoric Planet,Science Fiction,0.81,2.6
Something good,"Thriller, Drama",0.41,4.8
"Senza famiglia, nullatenenti cercano affetto","Drama, Comedy",0.01,6.0
Brancaleone alle crociate,Comedy,2.68,6.9
Antonio Gramsci: The Days of Prison,,0.13,8.0
Generation 1000 Euros,Comedy,1.56,5.6
Torno a vivere da solo,Comedy,0.56,3.7
Teeth,,0.67,6.5
Fantozzi 2000 - La clonazione,Comedy,2.35,4.5
Fantozzi The Return,"Drama, Romance, Foreign",2.93,5.4
Dear Goddamned Friends,Comedy,0.97,6.8
Fantozzi in Heaven,Comedy,3.27,5.6
Fantozzi To The Rescue,Comedy,2.5,6.0
I Won the New Year's Lottery,Comedy,0.19,5.5
Fantozzi Retires,Comedy,3.49,5.9
Scuola di ladri 2,,1.21,5.4
Rimini Rimini,Comedy,2.22,4.5
School of Thieves,,3.08,5.9
Fracchia Against Dracula,"Comedy, Horror",2.15,5.8
Firefighters,Comedy,2.02,5.4
Fantozzi Still Suffers,Comedy,4.43,6.4
Sogni mostruosamente proibiti,,0.27,5.5
Fracchia The Human Beast,,3.05,6.8
I-Lived,"Horror, Mystery, Thriller",0.51,4.9
Brother's Keeper,Drama,0.49,4.8
Always Watching: A Marble Hornets Story,Horror,2.09,4.8
My Friends Act III,Comedy,2.96,6.4
Mi manda Picone,,0.0,5.5
Velvet Hands,"Comedy, Romance",0.69,6.3
Ace,Comedy,2.44,5.9
Madly in Love,Comedy,3.52,6.8
Grand Hotel Excelsior,Comedy,1.55,6.1
Special Features: Handsome,Comedy,1.58,5.9
Saint Tropez - Saint Tropez,,1.11,2.0
The Grumpy,Comedy,1.69,5.6
Four Lovers,Romance,1.92,4.9
The Party at Kitty and Stud's,"Drama, Action, Comedy",1.05,3.2
Language of Love,Documentary,0.28,4.3
The Vatican Tapes,"Thriller, Horror",5.15,4.6
Les Barons,Comedy,1.02,6.0
"Video Nasties: Moral Panic, Censorship & Videotape",Documentary,0.38,7.2
Hour of the Star,"Drama, Foreign",0.0,6.2
Best Kept Secret,Documentary,0.14,5.7
Kaiji: The Ultimate Gambler,"Thriller, Drama",1.77,5.9
Kaiji 2: The Ultimate Gambler,"Thriller, Drama",1.13,4.8
Remembrance,Drama,1.1,7.4
Ultrà,Documentary,0.27,6.6
Corbo,"Crime, Drama, History",0.6,5.8
3 Hearts,"Romance, Drama",1.77,5.5
Runoff,"Drama, Thriller",0.48,4.9
Brothers of War,"Drama, War",0.93,4.0
Diet of Sex,"Comedy, Drama, Romance",6.89,4.0
"If You Don't, I Will",Comedy,0.52,5.3
Our Little Sister,"Drama, Comedy",4.77,7.1
Yakuza Apocalypse,"Horror, Action",3.05,5.8
The Intern,Comedy,15.65,7.1
"Blue Water, White Death",Documentary,0.03,0.0
