director,title,release_date,budget,revenue,return
Andrucha Waddington,Party Crashers,2012-11-30,0,0.0,0.0
Roberto Santucci,Head Over Heels 2,2012-12-28,0,0.0,0.0
"Cédric Jimenez, Arnaud Duprey",Paris Under Watch,2012-04-04,0,0.0,0.0
Mauro Lima,Kings & Rats,2012-02-17,0,0.0,0.0
Marcelo Galvão,Bellini e o Demônio,2008-09-30,0,0.0,0.0
Ahmet Uluçay,Boats Out of Watermelon Rinds,2004-11-26,0,0.0,0.0
Nic Auerbach,The Big I Am,2010-04-07,0,0.0,0.0
Toniko Melo,VIPs,2011-03-25,0,0.0,0.0
André Klotzel,Reflections of a Blender,2010-08-19,0,0.0,0.0
Louis C.K.,Horace and Pete,2016-01-30,0,0.0,0.0
"Bonni Cohen, Jon Shenk",Audrie & Daisy,2016-09-23,0,0.0,0.0
Ulrika Bengts,The Disciple,2013-09-26,0,0.0,0.0
Bobcat Goldthwait,Iliza Shlesinger: Confirmed Kills,2016-09-23,0,0.0,0.0
Germinal Alvarez,Back in Crime,2013-06-05,0,0.0,0.0
Maarten Treurniet,Kenau,2014-03-06,0,0.0,0.0
Emilio Portes,Pastorela,2011-11-11,0,0.0,0.0
John Hay,There's Only One Jimmy Grimble,2000-08-25,0,0.0,0.0
April Wright,Going Attractions: The Definitive Story of the American Drive-in Movie,2013-06-07,0,0.0,0.0
Alejandro Jodorowsky,Endless Poetry,2016-03-23,0,0.0,0.0
Sion Sono,Love & Peace,2015-06-26,0,0.0,0.0
Juan Taratuto,Roles in the Wind,2015-01-08,0,0.0,0.0
Kiyoshi Kurosawa,Seventh Code,2013-11-13,0,0.0,0.0
Claude Chabrol,Claude Chabrol's High Heels,1972-09-29,0,0.0,0.0
György Pálfi,Free Fall,2014-09-25,0,0.0,0.0
Noboru Tanaka,Secret Chronicle: She Beast Market,1974-09-11,0,0.0,0.0
"Tommy Wiseau, Kaya Redford",Homeless in America,2004-08-18,0,0.0,0.0
Tetsuo Shinohara,Karaoke Terror,2003-11-08,0,0.0,0.0
Stephen Sommers,Catch Me If You Can,1989-10-14,0,0.0,0.0
Pedro Urrutia,Peace Code,2014-09-18,1500000,0.0,0.0
Nicholas Eliopoulos,Mary Pickford: The Muse of the Movies,2008-08-29,250000,0.0,0.0
Mario Philip Azzopardi,Bone Daddy,1998-07-19,0,0.0,0.0
Adriaan Ditvoorst,Paranoia,1967-04-19,0,0.0,0.0
Charles Lane,Sidewalk Stories,1989-09-15,0,0.0,0.0
Bruno VeSota,The Brain Eaters,1958-09-01,0,0.0,0.0
Jack Curtis,The Flesh Eaters,1964-03-18,0,0.0,0.0
Rudolph Maté,The Green Glove,1952-02-28,0,0.0,0.0
Ira Miller,Loose Shoes,1980-08-01,0,0.0,0.0
Adam Randall,Level Up,2016-08-26,0,0.0,0.0
Colm McCarthy,The Girl with All the Gifts,2016-09-23,5005600,0.0,0.0
"Gastón Duprat, Mariano Cohn",The Distinguished Citizen,2016-09-08,0,0.0,0.0
Marek Brodzki,The Hexer,2001-11-09,4600000,0.0,0.0
Darren Lynn Bousman,Abattoir,2016-12-08,0,0.0,0.0
Ella Lemhagen,All Roads Lead to Rome,2016-01-14,0,0.0,0.0
Shin Tae-Ra,Bounty Hunters,2016-07-01,0,0.0,0.0
Alastair Siddons,In the Dark Half,2012-08-10,482910,0.0,0.0
Ashley Pearce,Maigret Sets a Trap,2016-03-28,0,0.0,0.0
Yue Song,The Bodyguard,2016-07-15,0,0.0,0.0
Shinsuke Sato,I Am a Hero,2015-03-23,0,0.0,0.0
Ding Sheng,Railroad Tigers,2016-12-23,50000000,102205175.0,2.04
Kim Sung-su,Asura: The City of Madness,2016-09-28,0,0.0,0.0
Hajime Hashimoto,Zebra,2016-05-21,0,0.0,0.0
Yuichiro Hirakawa,Erased,2016-08-18,0,0.0,0.0
Benny Chan,Call of Heroes,2016-08-12,32000000,0.0,0.0
Jazz Boon,Line Walker,2016-08-11,0,88658655.0,0.0
Claude Barras,My Life as a Zucchini,2016-10-12,8000000,292279.0,0.04
Goo Mo,Musudan,2016-03-03,500,500.0,1.0
Lee Kwong-Yiu,Insanity,2014-11-19,0,0.0,0.0
Zhang Meng,Everybody's Fine,2016-01-01,0,0.0,0.0
Cirio H. Santiago,Raiders of the Sun,1992-06-24,0,0.0,0.0
Henry Hathaway,Circus World,1964-06-25,0,0.0,0.0
Jesús Franco,Marquis de Sade: Justine,1969-04-03,0,0.0,0.0
Dean Matthew Ronalds,Ashley,2013-08-09,0,0.0,0.0
Ozualdo Ribeiro Candeias,Zézero,1974-01-01,0,0.0,0.0
Robert Kirbyson,In-Lawfully Yours,2016-09-06,0,0.0,0.0
Sohail Khan,Freaky Ali,2016-09-09,0,0.0,0.0
Marek Piestrak,Pilot Pirx's Inquest,1979-05-27,0,0.0,0.0
Richard Viktorov,Teens in the Universe,1975-03-25,0,0.0,0.0
Imre Horvath,Murder: No Apparent Motive,1984-01-02,0,0.0,0.0
Leonid Kvinikhidze,Failure of Engineer Garin,1973-10-15,0,0.0,0.0
Fatih Akin,Goodbye Berlin,2016-09-15,0,0.0,0.0
Sidney Hayers,Payroll,1961-01-01,0,0.0,0.0
Kanji Nakajima,The Clone Returns Home,2008-10-19,0,0.0,0.0
Mikhail Kalatozov,True Friends,1954-04-20,0,0.0,0.0
René Clément,Watch Your Left,1936-08-20,0,0.0,0.0
Mary Wharton,Joan Baez: How Sweet the Sound,2009-09-24,0,0.0,0.0
Joram Lürsen,Public Works,2015-12-10,0,0.0,0.0
Lou Diamond Phillips,Sioux City,1994-04-01,0,0.0,0.0
Anna Axster,A Country Called Home,2015-06-13,0,0.0,0.0
Prashant Nair,Delhi in a Day,2012-08-24,0,0.0,0.0
"David T. Friendly, Mick Partridge",Sneakerheadz,2015-03-16,0,0.0,0.0
Adrian Tanner,Redistributors,2016-07-02,500000,0.0,0.0
Lee Ju-hyoung,Red Family,2013-11-06,0,0.0,0.0
Jahong Koo,Dangerously Excited,2011-02-01,0,0.0,0.0
Park Jin-Pyo,You Are My Sunshine,2005-09-23,0,0.0,0.0
Bong Man-dae,Playboy Bong,2013-08-29,0,0.0,0.0
Ounie Lecomte,A Brand New Life,2009-10-29,0,0.0,0.0
Noah Buschel,Neal Cassady,2007-10-11,0,0.0,0.0
Daniel Zirilli,Crossing Point,2016-05-03,0,0.0,0.0
Megan Griffiths,The Night Stalker,2016-07-01,0,0.0,0.0
Fred Olen Ray,After Midnight,2014-01-01,0,0.0,0.0
Petr Zelenka,Lost in Munich,2015-10-22,1509896,0.0,0.0
"Rod Blackhurst, Brian McGinn",Amanda Knox,2016-09-10,0,0.0,0.0
Jamal Hill,Brotherly Love,2015-04-24,1900000,0.0,0.0
Malik Vitthal,Imperial Dreams,2014-01-20,0,0.0,0.0
Benny Boom,All Eyez on Me,2017-06-12,45000000,0.0,0.0
Kaspar Munk,You & Me Forever,2012-09-13,0,0.0,0.0
Tod Lending,All the Difference,2016-01-01,0,0.0,0.0
Riton Liebman,I'm a Standard Supporter,2013-06-25,0,0.0,0.0
Sophie Chiarello,Ci vuole un gran fisico,2013-03-10,0,0.0,0.0
Alessio Maria Federici,Unique Brothers,2014-10-02,0,0.0,0.0
Marco Ponti,Io che amo solo te,2015-10-22,0,0.0,0.0
Michele Placido,La scelta,2015-04-02,0,0.0,0.0
Marco Martani,Cemento Armato,2007-10-05,0,0.0,0.0
Stephen Reynolds,Interrogation,2016-08-20,0,0.0,0.0
Douglas Sirk,Take Me to Town,1953-06-19,0,0.0,0.0
Frank Tuttle,The Hour Before the Dawn,1944-05-10,0,0.0,0.0
Daniel Lee,Time Raiders,2016-08-18,0,0.0,0.0
Daniel Lee,Star Runner,2003-01-01,0,0.0,0.0
Daniel Lee,Moonlight Express,1999-01-01,0,0.0,0.0
Barney Elliott,The Debt,2015-04-24,0,0.0,0.0
Dani de la Orden,El pregón,2016-01-18,0,0.0,0.0
Simon Fitzmaurice,My Name Is Emily,2016-04-08,0,0.0,0.0
Oliver Dommenget,Duell der Brüder - Die Geschichte von Adidas und Puma,2016-03-25,0,0.0,0.0
Jean Painlevé,The Seahorse,1934-01-01,0,0.0,0.0
Jean Painlevé,Voyage to the Sky,1937-01-01,0,0.0,0.0
Nanette Burstein,Gringo: The Dangerous Life of John McAfee,2016-09-24,0,0.0,0.0
Nacho G. Velilla,No manches Frida,2016-09-02,0,0.0,0.0
Justin Tipping,Kicks,2016-09-09,0,0.0,0.0
Matt Johnson,Operation Avalanche,2016-07-29,1000000,0.0,0.0
Eric Notarnicola,The Third Annual 'On Cinema' Oscar Special,2015-02-22,0,0.0,0.0
Richard Dutcher,States of Grace,2005-11-04,0,0.0,0.0
Robert Kirk,Destroyer,1988-04-01,0,0.0,0.0
Dave Fleischer,Betty Boop's Big Boss,1933-06-01,0,0.0,0.0
Philip Brophy,Body Melt,1994-10-28,0,0.0,0.0
Harry Beaumont,Enchanted April,1935-02-01,0,0.0,0.0
Patrick Schulmann,Zig Zag Story,1983-05-03,0,0.0,0.0
Ali Akbarzadeh,Killswitch,2015-03-01,0,0.0,0.0
Rafael Montero,Parallel Courses,2016-05-20,0,0.0,0.0
Dave Fleischer,Betty Boop's Museum,1932-12-16,0,0.0,0.0
Tripp Rhame,Bleed,2016-03-25,550000,0.0,0.0
Aleksey Mizgiryov,The Duelist,2016-09-29,12823507,6101904.0,0.48
Imanol Uribe,The Burgos Trial,1979-08-31,0,0.0,0.0
Shunji Iwai,A Bride for Rip Van Winkle,2016-03-26,0,0.0,0.0
Luciano Moura,Father’s Chair,2013-03-15,0,0.0,0.0
Andrew Bush,Dirty 30,2016-09-23,0,0.0,0.0
Raúl Arévalo,The Fury of a Patient Man,2016-09-09,1200000,0.0,0.0
Philippe Muyl,The Nightingale,2014-02-26,0,0.0,0.0
Nissim Dayan,Farewell Baghdad,2014-04-10,0,0.0,0.0
Jim Jarmusch,Gimme Danger,2016-10-28,0,0.0,0.0
Mika Taanila,Tectonic Plate,2016-02-15,0,0.0,0.0
Sébastien Laudenbach,The Girl Without Hands,2016-12-14,0,0.0,0.0
Andrey Nekrasov,The Magnitsky Act. - Behind the Scenes,2016-07-28,0,0.0,0.0
Jan Bubeníček,Murderous Tales,2016-03-24,0,0.0,0.0
Hong Won-chan,Office,2015-09-03,0,0.0,0.0
Mikhail Mestetskiy,Rag Union,2015-12-30,0,0.0,0.0
Erik Gandini,The Swedish Theory of Love,2015-11-15,0,0.0,0.0
Allison Anders,A Crush on You,2011-06-11,0,0.0,0.0
Áron Mátyássy,Víkend,2015-01-01,0,0.0,0.0
András Kern,Gondolj rám,2016-01-21,0,0.0,0.0
William Klein,Muhammad Ali - The Greatest,1969-11-21,0,0.0,0.0
Antti Jokinen,Flowers of Evil,2016-06-14,0,0.0,0.0
"Ben Bachar, Itzik Kricheli",The Last Band in Lebanon,2016-10-13,0,0.0,0.0
Andrew Martin,Capsule,2015-12-23,1300000,0.0,0.0
Josh Bishop,The Dwarvenaut,2016-04-30,0,0.0,0.0
"Tim Kinzy, Andrew Seklir",Man vs. Snake,2015-09-27,0,0.0,0.0
Ifa Isfansyah,The Golden Cane Warrior,2014-12-18,2000000,0.0,0.0
"Xavier de Rosnay, Gaspard Augé, Romain Gavras, So-Me",Justice: A Cross The Universe,2008-11-11,0,0.0,0.0
Ben Charles Edwards,Set the Thames on Fire,2016-09-15,0,0.0,0.0
Francine McDougall,Go Figure,2005-06-10,0,0.0,0.0
David Jackson,The Spirit of Christmas,2015-12-19,0,0.0,0.0
Bradford May,Cloudy With a Chance of Love,2015-02-14,0,0.0,0.0
Peter Sullivan,The Flight Before Christmas,2015-12-01,0,0.0,0.0
Ernie Barbarash,Second Chances,2013-07-27,0,0.0,0.0
Kevin Fair,"Signed, Sealed, Delivered: The Impossible Dream",2015-10-04,0,0.0,0.0
Kevin Fair,"Signed, Sealed, Delivered: From Paris With Love",2015-06-06,0,0.0,0.0
Kristoffer Tabori,"Murder, She Baked: A Deadly Recipe",2016-06-19,0,0.0,0.0
Kenny Ortega,The Cheetah Girls 2,2006-07-31,0,0.0,0.0
Paul Hoen,Cloud 9,2014-01-17,0,0.0,0.0
Jeffrey Hornaday,Teen Beach 2,2015-06-26,0,0.0,0.0
Rick Bota,Secret Summer,2016-04-02,0,0.0,0.0
Lynne Stopkewich,"Signed, Sealed, Delivered: From the Heart",2016-02-21,0,0.0,0.0
Oz Scott,The Cheetah Girls,2003-08-15,0,0.0,0.0
Iain B. MacDonald,Mansfield Park,2007-03-18,0,0.0,0.0
Victor Gonzalez,The Wizards Return: Alex vs. Alex,2013-03-15,0,0.0,0.0
Mark Jean,Ms. Matched,2016-06-04,0,0.0,0.0
Peter Sullivan,My Summer Prince,2016-08-06,0,0.0,0.0
Kevin Fair,"Signed, Sealed, Delivered: One in a Million",2016-07-24,0,0.0,0.0
Laurence Connor,Jesus Christ Superstar - Live Arena Tour,2012-11-19,0,0.0,0.0
Jonathan M. Shiff,H2O Just Add Water - The Movie,2011-10-10,0,0.0,0.0
"Brett Sullivan, Simon Phillips",Love Never Dies,2012-02-08,0,0.0,0.0
Terry Ingram,Anything for Love,2016-02-14,0,0.0,0.0
David MacKay,Appetite For Love,2016-02-06,0,0.0,0.0
Ron Oliver,Perfect Match,2015-06-21,0,0.0,0.0
Ron Oliver,Date with Love,2016-05-21,0,0.0,0.0
David Winning,The Convenient Groom,2016-06-18,0,0.0,0.0
Trevor Nunn,Oklahoma!,1999-09-26,0,0.0,0.0
Terry Cunningham,Love Finds You In Sugarcreek,2014-06-01,0,0.0,0.0
Peter Hewitt,Princess of Thieves,2001-03-11,0,0.0,0.0
Terry Cunningham,Love Finds You in Charm,2015-06-06,0,0.0,0.0
Terry Cunningham,Love Finds You in Valentine,2016-02-14,1000000,0.0,0.0
Brendan Toller,Danny Says,2015-03-18,0,0.0,0.0
Kevin Fair,"Signed, Sealed, Delivered for Christmas",2014-11-23,0,0.0,0.0
Rodney Bennett,Sense and Sensibility,1981-02-01,0,0.0,0.0
Mollie Miller,Parent Trap III,1989-04-09,0,0.0,0.0
Kevin Connor,The Cookie Mobster,2014-12-27,0,0.0,0.0
Michael Scott,Along Came a Nanny,2014-10-12,0,0.0,0.0
Ian Toynton,Annie: A Royal Adventure,1995-11-18,0,0.0,0.0
Tosca Musk,You Cast A Spell On Me,2015-10-25,0,0.0,0.0
David S. Cass Sr.,Matchmaker Santa,2012-11-21,0,0.0,0.0
Scott Smith,"Signed, Sealed, Delivered",2013-10-13,0,0.0,0.0
Clay Glen,Raising the Bar,2016-05-02,600000,0.0,0.0
Kevin Fair,"Signed, Sealed, Delivered: Lost Without You",2016-09-25,0,0.0,0.0
Ron Oliver,Harriet the Spy: Blog Wars,2010-01-01,0,0.0,0.0
Grant Harvey,She Made Them Do It,2012-12-28,0,0.0,0.0
Joel Potrykus,The Alchemist Cookbook,2016-03-13,0,0.0,0.0
Julian Amyes,Jane Eyre,1983-10-09,0,0.0,0.0
Howard Baker,Persuasion,1971-01-01,0,0.0,0.0
Antony J. Bowman,Paperback Hero,1999-03-25,0,1369280.0,0.0
Samira Makhmalbaf,Two-Legged Horse,2008-01-01,0,0.0,0.0
Matthew Diamond,Undercover Bridesmaid,2012-04-15,0,0.0,0.0
Bille Woodruff,Honey 2,2011-06-23,0,0.0,0.0
John Glenister,Emma,1972-01-01,0,0.0,0.0
Nacho Vigalondo,Colossal,2017-04-06,0,3021345.0,0.0
Craig Atkinson,Do Not Resist,2016-04-30,0,0.0,0.0
Liu Chia-Liang,Drunken Monkey,2002-12-06,0,0.0,0.0
Kongkiat Khomsiri,Slice,2009-10-22,0,0.0,0.0
Zhang Yang,Getting Home,2007-01-01,0,0.0,0.0
Pema Tseden,Tharlo,2015-09-04,0,0.0,0.0
Kristoffer Tabori,"Murder, She Baked: A Peach Cobbler Mystery",2016-01-10,0,0.0,0.0
Dean Bennett,A Heartland Christmas,2010-12-10,0,0.0,0.0
Michael Damian,Moondance Alexander,2007-04-22,0,37895.0,0.0
Michael Damian,Flicka: Country Pride,2012-05-01,0,0.0,0.0
Craig Clyde,The Wild Stallion,2009-10-06,0,0.0,0.0
Vladimír Michálek,Of Parents and Children,2008-03-06,0,0.0,0.0
Kevin G. Cremin,Siringo,1995-05-16,0,0.0,0.0
Ryszard Bugajski,Clearcut,1991-09-10,0,0.0,0.0
Nadia Tass,Felicity: An American Girl Adventure,2005-11-29,6800000,0.0,0.0
Martha Coolidge,An American Girl: Chrissa Stands Strong,2009-01-05,0,0.0,0.0
Nadia Tass,Samantha: An American Girl Holiday,2004-11-23,0,0.0,0.0
John Lyde,Minor Details,2009-02-05,0,0.0,0.0
Peter Rader,Escape to Witch Mountain,1995-04-29,0,0.0,0.0
Vince Marcello,Isabelle Dances Into the Spotlight,2014-01-01,0,0.0,0.0
Joyce Chopra,Molly: An American Girl on the Home Front,2006-11-26,0,0.0,0.0
Robert Day,Beyond Witch Mountain,1982-02-20,0,0.0,0.0
Mark Griffiths,Au Pair 3: Adventure in Paradise,2009-03-15,0,0.0,0.0
Michelle Johnston,A Cinderella Story: If the Shoe Fits,2016-08-02,0,0.0,0.0
Dave Schram,Lover of Loser,2009-09-23,0,0.0,0.0
Maria Peters,Little Crumb,1999-12-22,0,0.0,0.0
Charles Band,Crash and Burn,1990-01-01,0,0.0,0.0
Tikhon Kornev,Diggers,2016-08-11,0,0.0,0.0
Emilis Velyvis,Night Guards,2016-08-01,3800000,0.0,0.0
Sing-Choong Foo,Where's the Dragon?,2015-10-23,0,0.0,0.0
"Luciano Vidigal, Cavi Borges",City of God – 10 Years Later,2013-10-05,0,0.0,0.0
Masaya Fujimori,You Are Umasou,2010-10-15,0,0.0,0.0
Lisa Ohlin,Veranda för en tenor,1998-09-10,0,0.0,0.0
Alexandre Lehmann,Blue Jay,2016-10-07,0,0.0,0.0
Márk Bodzsár,Heavenly Shift,2013-10-24,0,0.0,0.0
Giorgos Zois,Interruption,2015-09-08,0,0.0,0.0
Terrence Malick,Voyage of Time: Life's Journey,2017-04-13,0,0.0,0.0
Michael Feifer,A Star for Christmas,2012-12-02,0,0.0,0.0
Damien Chazelle,La La Land,2016-11-29,30000000,445435700.0,14.85
Chris Eyre,A Thief Of Time,2004-01-01,0,0.0,0.0
Ava DuVernay,13th,2016-10-07,0,0.0,0.0
"Rain Tolk, Andres Maimik",Umbkotid,2012-01-11,0,0.0,0.0
Kurt Kuenne,Validation,2007-01-01,0,0.0,0.0
"Joseph Barbera, William Hanna",Flirty Birdy,1945-09-22,0,0.0,0.0
Rainer Sarnet,Where Souls Go,2007-01-01,0,0.0,0.0
Rob Gibbs,Air Mater,2011-08-04,0,0.0,0.0
Richie Smyth,The Siege of Jadotville,2016-09-19,0,0.0,0.0
Aleksey Krasovskiy,Collector,2016-10-06,0,0.0,0.0
André Téchiné,Being 17,2016-02-27,0,0.0,0.0
Ilmar Raag,Love Is Blind,2013-10-11,0,0.0,0.0
Gary Michael Schultz,Vincent N Roxxy,2016-04-18,5000000,0.0,0.0
Jacob Frey,The Present,2014-04-22,0,0.0,0.0
Ishaya Bako,Road to Yesterday,2015-11-27,0,0.0,0.0
"Osmany Rodriguez, Matt Villines",Brother Nature,2016-09-09,0,0.0,0.0
Tjebbo Penning,Clean Hands,2015-09-10,0,0.0,0.0
Asghar Farhadi,The Salesman,2016-06-24,0,2402067.0,0.0
Ain Mäeots,Demons,2012-11-09,0,0.0,0.0
Daihachi Yoshida,Pale Moon,2014-11-15,0,0.0,0.0
Charles Evered,Adopt a Sailor,2008-10-24,300000,0.0,0.0
Karen J. Lloyd,Barbie in Rock 'N Royals,2015-08-13,0,0.0,0.0
Conrad Helten,Barbie: Spy Squad,2016-01-15,0,0.0,0.0
Kim Sang-jin,Kick the Moon,2001-06-23,0,0.0,0.0
Juan Carlos Tabío,The Waiting List,2000-06-02,0,0.0,0.0
Don McBrearty,Chasing Freedom,2004-01-19,0,0.0,0.0
Herbert L. Strock,How to Make a Monster,1958-07-01,0,0.0,0.0
Harold Young,Jungle Captive,1945-06-25,0,0.0,0.0
Paul Negoescu,Two Lottery Tickets,2016-10-07,0,0.0,0.0
Iulia Rugină,Love Building,2013-09-13,0,0.0,0.0
David Greene,After the Promise,1987-10-11,0,0.0,0.0
Robert Zemeckis,Allied,2016-11-17,85000000,119520023.0,1.41
Bryan Bertino,The Monster,2016-11-11,2700000,0.0,0.0
Helmut Weiss,Drei Mann in einem Boot,1961-08-25,0,0.0,0.0
Lewis R. Foster,Angora Love,1929-12-14,0,0.0,0.0
Philip Haas,The Blood Oranges,1998-10-01,0,0.0,0.0
Victor Halperin,Buried Alive,1939-11-06,0,0.0,0.0
Nicole Lucas Haimes,Chicken People,2016-03-13,0,0.0,0.0
Bill Wilson,By the Sea,1982-04-12,0,0.0,0.0
"David Morris, Jacqui Morris",Mr. Right,2009-07-13,0,0.0,0.0
William Dieterle,Paid in Full,1950-02-15,0,0.0,0.0
Herbert Wilcox,Piccadilly Incident,1946-08-24,0,0.0,0.0
David Hartman,Phantasm: Ravager,2016-10-07,0,0.0,0.0
Charlie Jordan,Something to Sing About,2000-06-10,0,0.0,0.0
Roger Corman,Teenage Cave Man,1958-07-01,70000,0.0,0.0
Leigh Jason,Wise Girl,1937-12-31,0,0.0,0.0
Scott Smith,Autumn in the Vineyard,2016-10-08,0,0.0,0.0
Lewin Fitzhamon,Falsely Accused,2016-06-24,0,0.0,0.0
Huck Botko,Who Gets the Dog?,2016-10-06,0,0.0,0.0
Kristijonas Vildziunas,Seneca's Day,2016-08-26,0,0.0,0.0
David Attenborough,Charles Darwin and the Tree of Life,2009-02-01,0,0.0,0.0
John Dexter,The Sidelong Glances of a Pigeon Kicker,1970-12-01,0,0.0,0.0
Joe Ma Wai-Ho,Funeral March,2001-09-25,0,0.0,0.0
Yasujirō Ozu,Woman of Tokyo,1933-02-09,0,0.0,0.0
Ken Burns,Baseball,1994-09-18,0,0.0,0.0
Rory Rooney,Baked in Brooklyn,2016-10-14,0,0.0,0.0
Vicente Villanueva,Born to Win,2016-05-06,0,0.0,0.0
Derrick Borte,London Town,2017-08-03,0,0.0,0.0
Arnold L. Miller,London in the Raw,1965-04-23,0,0.0,0.0
Arnold L. Miller,Primitive London,1965-01-01,0,0.0,0.0
Marek Losey,The Hide,2008-01-01,0,0.0,0.0
Rex Ingram,Scaramouche,1923-09-15,0,0.0,0.0
Rick Morales,Batman: Return of the Caped Crusaders,2016-10-08,3500000,0.0,0.0
Martin Koolhoven,Brimstone,2017-01-12,0,0.0,0.0
Paul Salahadin Refsdal,Dugma: The Button,2016-01-01,0,0.0,0.0
Larry Cohen,Wicked Stepmother,1989-02-03,0,0.0,0.0
Joyce Chopra,Murder in a Small Town,1999-01-10,0,0.0,0.0
Ron Howard,Inferno,2016-10-13,75000000,220021259.0,2.93
Greg Mottola,Keeping Up with the Joneses,2016-10-20,40000000,29918745.0,0.75
Mike Flanagan,Ouija: Origin of Evil,2016-10-20,9000000,81705746.0,9.08
Jane Howell,Titus Andronicus,1985-04-25,0,0.0,0.0
Murilo Salles,Camila Jam,2008-07-18,0,0.0,0.0
"Beto Brant, Renato Ciasca",Stray Dog,2007-05-11,0,0.0,0.0
Sophie Goodhart,My Blind Brother,2016-09-19,0,0.0,0.0
Arthur Cary,Louis Theroux: Savile,2016-10-02,0,0.0,0.0
Christopher Guest,Mascots,2016-10-11,20000000,0.0,0.0
Vito Rocco,Faintheart,2008-01-01,0,0.0,0.0
Woody Allen,Crisis in Six Scenes,2016-09-30,0,0.0,0.0
"Danny Draven, Paul Davis, Dean Hewison, Ómar Örn Hauksson, Joel Morgan, Erlingur Thoroddsen, Johannes Persson, Nicholas Peterson, Rasmus Wassberg",Patient Seven,2016-10-11,0,0.0,0.0
"Alex Helfrecht, Jörg Tittel",The White King,2017-01-27,2494400,0.0,0.0
Yôji Yamada,What a Wonderful Family!,2016-03-16,0,0.0,0.0
Jeon Yun-su,Le Grand Chef,2007-10-31,0,0.0,0.0
Issa López,Casi Divas,2008-08-21,0,0.0,0.0
Andy Tennant,Wild Oats,2016-09-22,0,0.0,0.0
"Mike Mitchell, Walt Dohrn",Trolls,2016-10-13,125000000,346864462.0,2.77
Kevin Macdonald,Sky Ladder: The Art of Cai Guo-Qiang,2016-01-21,0,0.0,0.0
"Bill Ross IV, Turner Ross",45365,2010-06-18,0,0.0,0.0
"Turner Ross, Bill Ross IV",Western,2015-09-25,0,0.0,0.0
David DeCoteau,Nightmare Sisters,1988-06-15,40000,0.0,0.0
Rick Morales,LEGO DC Comics Super Heroes: Batman: Be-Leaguered,2014-10-27,0,0.0,0.0
David Higby,Russell Peters: Almost Famous,2016-10-07,0,0.0,0.0
Carlos Velo,Pedro Páramo,1967-06-08,0,0.0,0.0
Lance Bangs,Breadcrumb Trail,2014-04-15,0,0.0,0.0
Stephen Kemp,Girl in the Box,2016-09-10,0,0.0,0.0
"Jeremy Coon, Tim Skousen",Raiders!: The Story of the Greatest Fan Film Ever Made,2015-03-14,0,0.0,0.0
Allan Dwan,Silver Lode,1954-07-23,0,0.0,0.0
Andrew Jenks,Dream/Killer,2015-04-19,0,0.0,0.0
Oliver Frampton,The Forgotten,2014-08-22,1446950,0.0,0.0
Patricio Valladares,Hidden in the Woods,2014-12-12,1,0.0,0.0
Puk Grasten,37,2016-11-17,0,0.0,0.0
Arūnas Žebriūnas,The Girl and The Echo,1964-06-06,0,0.0,0.0
Benedict Andrews,Una,2016-09-14,0,23275.0,0.0
Jonathan Sanger,Obsessed,1992-09-26,0,0.0,0.0
William T. Naud,Island of Blood,1982-01-08,0,0.0,0.0
Ken Dixon,Slave Girls from Beyond Infinity,1987-09-18,0,0.0,0.0
Donald G. Jackson,Roller Blade Warriors: Taken by Force,1989-04-28,0,0.0,0.0
Robert Vincent O'Neill,Avenging Angel,1985-01-11,0,0.0,0.0
Paul Grau,Mad Foxes,1981-01-01,0,161362.0,0.0
Alfred Sole,Tanya's Island,1980-12-05,0,0.0,0.0
John D. Lamond,Pacific Banana,1981-02-04,0,0.0,0.0
Jeff Leroy,Werewolf in a Women's Prison,2006-10-19,0,0.0,0.0
Jimmy Shaw,The Fearless Young Boxer,1979-01-01,0,0.0,0.0
Sutton Roley,Snatched,1973-01-31,0,0.0,0.0
Gianluigi Calderone,Passionate,1974-06-06,0,0.0,0.0
Joseph Guzman,Run Bitch Run,2009-01-01,0,0.0,0.0
Sakari Kirjavainen,Silence,2011-12-09,2100000,0.0,0.0
Wojciech Kasperski,The High Frontier,2016-02-19,0,0.0,0.0
Doug Campbell,Stalked by My Doctor,2015-12-26,4000000,0.0,0.0
Doug Campbell,Stalked by My Doctor: The Return,2016-09-05,0,0.0,0.0
Stewart Hendler,Max Steel,2016-10-14,10000000,6272403.0,0.63
Rex Piano,Elf Bowling the Movie,2007-10-02,6500000,0.0,0.0
Antonin Peretjatko,Struggle for Life,2016-06-15,0,0.0,0.0
Rodrigo Moreno,The Custodian,2007-04-04,0,0.0,0.0
H.M. Coakley,Adulterers,2016-01-05,750000,0.0,0.0
Ray Laurent,Satanis: The Devil's Mass,1970-03-01,0,0.0,0.0
Gordian Maugg,Fritz Lang,2016-04-14,0,0.0,0.0
"Isao Takahata, Aleksandr Petrov, Raoul Servais, Kihachiro Kawamoto, Yuriy Norshteyn, Koji Yamamura, Břetislav Pojar , Jacques Drouin, Co Hoedeman, Shinichi Suzuki, Reiko Okuyama, Yoichi Kotabe, Mark Baker, Yôichi Kotabe",Winter Days,2003-11-21,0,0.0,0.0
Logan Kibens,Operator,2016-03-12,0,0.0,0.0
Philippe Gagnon,Amber Alert,2016-01-01,0,0.0,0.0
Mat Whitecross,Supersonic,2016-10-02,0,226286.0,0.0
Ford Beebe,The Invisible Man's Revenge,1944-06-09,0,0.0,0.0
